id,s_serialno,s_status,s_model,s_devicetype,t_date,s_location,s_costcentre,s_department,id,s_description,i_desctype,i_asset
20100074,5A111729H,Active,PTSE1A-00K005,Notebook,2010-08-03,Torque Toyota North Lakes,809 Torque Toyota,Sales,94323745,2013-02-27,13,20100074
20100073,5A111727H,Active,PTSE1A-00K005,Notebook,2010-08-03,Southside Ford Woolloongabba,808 Metro,Service,94323744,2013-02-25,13,20100073
20100071,5A112196H,Active,PTSE1A-00K005,Notebook,2010-07-31,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Showroom,94323743,2013-02-27,13,20100071
20100068,5A112194H,Active,PTSE1A-00K005,Notebook,2010-07-31,Metro Ford Fortitude Valley,808 Metro,Showroom,94323742,2013-02-27,13,20100068
20100054,4A139776H,Active,PTSE1A-00K005,Notebook,2010-07-15,Torque Ford North Lakes,820 Torque Ford,Sales,94323741,2013-02-27,13,20100054
20100052,5A112186H,Active,PTSE1A-00K005,Notebook,2010-07-15,Eagers Holden Newstead,836 Eagers Holden,Parts,94323740,2013-02-27,13,20100052
20100051,5A112192H,Active,PTSE1A-00K005,Notebook,2010-07-15,Torque Ford North Lakes,820 Torque Ford,Unknown,94323739,2013-02-26,13,20100051
20100050,5A113405H,Active,PTSE1A-00K005,Notebook,2010-07-15,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,94323738,2013-02-27,13,20100050
20100027,4A139779H,Active,PTSE1A-00K005,Notebook,2010-07-07,Torque Toyota Brendale,809 Torque Toyota,Sales,94323737,2013-02-15,13,20100027
20100026,4A139778H,Active,PTSE1A-00K005,Notebook,2010-07-07,Torque Ford Strathpine,820 Torque Ford,Sales,94323736,2013-02-27,13,20100026
20100025,4A139770H,Active,PTSE1A-00K005,Notebook,2010-07-07,Torque Ford Strathpine,820 Torque Ford,Service,94323735,2013-02-27,13,20100025
20100020,4A139787H,Active,PTSE1A-00K005,Notebook,2010-07-07,HVF Berrimah,815 AP Motor Group,Sales,94323734,2013-02-27,13,20100020
20100018,4A139782H,Active,PTSE1A-00K005,Notebook,2010-07-07,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,94323733,2013-02-27,13,20100018
20130006,7c032801h,Active,PT530A-00J001,Notebook,1970-01-01,Caloundra City Holden,837 Caloundra City Autos,Sales,94323732,2013-02-27,13,20130006
20130010,7c032828h,Active,PT530A-00J001,Notebook,1970-01-01,Caloundra City Holden,837 Caloundra City Autos,Sales,94323731,2013-02-27,13,20130010
20130013,7c031114h,Active,PT530A-00J001,Notebook,1970-01-01,Caloundra City Holden,837 Caloundra City Autos,Sales,94323730,2013-02-25,13,20130013
200800999,4A133051H,Active,PTSE1A-00K005,Notebook,2010-06-22,Torque Honda North Lakes,821 Torque Honda,Service,94323728,2013-02-27,13,200800999
200800992,4A133058H,Active,PTSE1A-00K005,Notebook,2010-06-21,HVF Berrimah,815 AP Motor Group,Sales,94323726,2013-02-27,13,200800992
200800991,4A133056H,Active,PTSE1A-00K005,Notebook,2010-06-21,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Sales,94323725,2013-01-24,13,200800991
200800990,4A133465H,Active,PTSE1A-00K005,Notebook,2010-06-22,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,94323724,2013-02-27,13,200800990
200800989,4A133059H,Active,PTSE1A-00K005,Notebook,2010-06-22,Austral PAG Fortitude Valley,806 Austral PAG,Admin,94323723,2013-02-27,13,200800989
200800988,4A133479H,Active,PTSE1A-00K005,Notebook,2010-06-22,Eagers Mazda Newstead,833 Eagers Mazda,Showroom,94323722,2013-02-27,13,200800988
200800970,2A135880H,Active,PTSE1A-00K005,Notebook,2010-06-07,Subaru Toowong,804 CAG Subaru,Showroom,94323720,2013-02-27,13,200800970
200800969,2A134405H,Active,PTSE1A-00K005,Notebook,2010-06-07,Caloundra City Holden,837 Caloundra City Autos,Sales,94323719,2013-01-29,13,200800969
200800966,1A109429H,Active,PTSE1A-00K005,Notebook,2010-05-28,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Admin,94323718,2013-02-22,13,200800966
200800965,1A109423H,Active,PTSE1A-00K005,Notebook,2010-05-28,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94323717,2013-02-25,13,200800965
200800964,2A060719H,Active,PTSE1A-00K005,Notebook,2010-05-28,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Showroom,94323716,2013-02-27,13,200800964
200800897,2A134154H,Active,PTSE1A-00K005,Notebook,2010-05-17,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323714,2013-02-14,13,200800897
200800895,2A134149H,Active,PTSE1A-00K005,Notebook,2010-05-17,Subaru City Newstead,804 CAG Subaru,Service,94323713,2013-02-27,13,200800895
200800894,2A134152H,Active,PTSE1A-00K005,Notebook,2010-05-17,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,94323712,2013-02-25,13,200800894
200800851,2A135334H,Active,PTSE1A-00K005,Notebook,2010-04-29,Bridge Toyota Palmerston,814 Bridge Toyota Darwin,Sales,94323711,2013-02-27,13,200800851
200800850,2A135109H,Active,PTSE1A-00K005,Notebook,2010-04-29,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94323710,2013-02-26,13,200800850
200800849,2A135547H,Active,PTSE1A-00K005,Notebook,2010-04-29,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94323709,2013-01-22,13,200800849
200800848,2A133640H,Active,PTSE1A-00K005,Notebook,2010-04-29,Metro Ford Fortitude Valley,808 Metro,Sales,94323708,2013-02-27,13,200800848
200800847,2A135346H,Active,PTSE1A-00K005,Notebook,2010-04-29,Metro Ford Fortitude Valley,808 Metro,Sales,94323707,2013-02-26,13,200800847
200800846,2A135346H,Active,PTSE1A-00K005,Notebook,2010-04-29,Southside Ford Woolloongabba,808 Metro,Service,94323706,2013-02-26,13,200800846
200800820,1A108518H,Active,PTSE1A-00K005,Notebook,2010-04-08,Eagers Mazda Newstead,833 Eagers Mazda,Showroom,94323705,2013-02-27,13,200800820
200800819,1A109043H,Active,PTSE1A-00K005,Notebook,2010-04-08,Metro Ford Fortitude Valley,808 Metro,Showroom,94323704,2013-02-27,13,200800819
200800817,1A108517H,Active,PTSE1A-00K005,Notebook,2010-04-08,Eagers Mazda Newstead,833 Eagers Mazda,Showroom,94323703,2013-02-27,13,200800817
200800764,1A110171H,Active,PTSE1A-00K005,Notebook,2010-03-19,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,94323702,2013-02-25,13,200800764
200800762,1A107871H,Active,PTSE1A-00K005,Notebook,2010-03-19,Metro Ford Fortitude Valley,808 Metro,Showroom,94323701,2013-02-25,13,200800762
200800759,1A110159H,Active,PTSE1A-00K005,Notebook,2010-03-18,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,94323700,2013-02-26,13,200800759
200800758,1A063678H,Active,PTSE1A-00K005,Notebook,2010-03-09,Metro Ford Fortitude Valley,808 Metro,Service,94323699,2013-02-21,13,200800758
200800754,1A063690H,Active,PTSE1A-00K005,Notebook,2010-03-09,Metro Ford Fortitude Valley,808 Metro,Sales,94323698,2013-02-27,13,200800754
200800744,1A060197H,Active,PTSE1A-00K005,Notebook,2010-02-25,Torque Toyota North Lakes,809 Torque Toyota,Sales,94323697,2013-02-27,13,200800744
200800740,1A060184H,Active,PTSE1A-00K005,Notebook,2010-02-25,Subaru City Newstead,804 CAG Subaru,Admin,94323696,2013-02-27,13,200800740
200800739,1A060203H,Active,PTSE1A-00K005,Notebook,2010-02-25,IT Pinkenba,IT,IT,94323695,2013-02-27,13,200800739
200800719,79020719H,Active,PTSB0A-04L001,Notebook,2010-02-11,Austral VW Newstead,807 Austral Honda-VW,Showroom,94323693,2013-02-27,13,200800719
200800718,79020719H,Active,PTSB0A-04L001,Notebook,2010-02-11,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,94323692,2013-02-27,13,200800718
200800717,79043519H,Active,PTSB0A-04L001,Notebook,2010-02-11,AUS Curraminidi,827 Austral S-coast,Sales,94323691,2013-02-21,13,200800717
200800705,79020719H,Active,PTSB0A-04L001,Notebook,2010-01-20,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,94323689,2013-02-27,13,200800705
200800696,79029430H,Active,PTSB0A-04L001,Notebook,2010-01-20,Torque Toyota Brendale,809 Torque Toyota,Sales,94323688,2013-02-27,13,200800696
200800695,79029427H,Active,PTSB0A-04L001,Notebook,2010-01-20,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Sales,94323687,2013-02-27,13,200800695
200800672,79043411H,Active,PTSB0A-04L001,Notebook,2009-12-04,Eagers Mazda Newstead,833 Eagers Mazda,Sales,94323685,2013-02-27,13,200800672
200800670,79043605H,Active,PTSB0A-04L001,Notebook,2009-12-04,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Sales,94323684,2013-02-27,13,200800670
200800659,89045187H,Active,PTSB0A-04L001,Notebook,2009-11-23,Torque Toyota Brendale,809 Torque Toyota,Sales,94323683,2013-02-25,13,200800659
200800658,89045203H,Active,PTSB0A-04L001,Notebook,2009-11-23,Torque Toyota Brendale,809 Torque Toyota,Sales,94323682,2013-02-15,13,200800658
200800657,89045189H,Active,PTSB0A-04L001,Notebook,2009-11-23,Torque Toyota Brendale,809 Torque Toyota,Sales,94323681,2013-02-27,13,200800657
200800656,89045184H,Active,PTSB0A-04L001,Notebook,2009-11-23,Torque Toyota Brendale,809 Torque Toyota,Service,94323680,2013-02-25,13,200800656
200800654,29059535H,Active,PTSB0A-020001,Notebook,2009-11-12,Austral PAG Fortitude Valley,806 Austral PAG,Sales,94323679,2013-02-27,13,200800654
200800628,79043161H,Active,PTSB0A-002001,Notebook,2009-09-29,IT Brisbane,IT,IT,94323677,2013-01-18,13,200800628
200800625,79042917H,Active,PTSB0A-002001,Notebook,2009-09-29,Torque Toyota North Lakes,809 Torque Toyota,Sales,94323676,2013-02-27,13,200800625
200800484,29025474H,Active,PTSB0A-002001,Notebook,2009-07-22,Austral Honda Newstead,807 Austral Honda-VW,Service,94323675,2013-02-25,13,200800484
200800358,78061396H,Active,PTSBOA-006001,Notebook,2008-12-01,Eagers Holden Windsor,836 Eagers Holden,Showroom,94323674,2013-02-26,13,200800358
