id,s_serialno,s_status,s_model,s_devicetype,t_date,s_location,s_costcentre,s_department,NA,NA,13,NA
200800877,B096661/008,Active,Intel DP43,PC,2010-05-17,Caloundra City Mitsubishi,837 Caloundra City Autos,Sales,NA,NA,13,NA
200800878,B096661/009,Active,Intel DP43,PC,2010-05-17,Torque Ford Strathpine,820 Torque Ford,Parts,NA,NA,13,NA
200800879,B096661/010,Active,Intel DP43,PC,2010-05-17,Caloundra City Holden,837 Caloundra City Autos,Admin,NA,NA,13,NA
200800880,B096661/011,Active,Intel DP43,PC,2010-05-17,Torque Ford Strathpine,820 Torque Ford,Service,NA,NA,13,NA
200800893,2A134153H,Active,PTSE1A-00K005,Notebook,2010-05-17,IT Pinkenba,IT,IT,NA,NA,13,NA
200800896,2A134393H,Active,PTSE1A-00K005,Notebook,2010-05-17,Eagers Holden Townsville,836 Eagers Holden,Parts,NA,NA,13,NA
200800898,2A134150H,Active,PTSE1A-00K005,Notebook,2010-05-17,BMA Pinkenba,810 Brisbane Motor Auction,Showroom,NA,NA,13,NA
200800899,B096884/002,Active,Zotac MAG HD-ND01,PC,2010-05-19,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,NA,NA,13,NA
200800900,B096884/001,Active,Zotac MAG HD-ND01,PC,2010-05-19,Caloundra City Holden,837 Caloundra City Autos,Sales,NA,NA,13,NA
200800779,B096079/005,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Admin,NA,NA,13,NA
200800780,B096079/006,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Admin,NA,NA,13,NA
200800781,B096079/007,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
200800782,B096079/008,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Admin,NA,NA,13,NA
200800783,B096079/009,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Admin,NA,NA,13,NA
200800784,B096079/010,Active,Intel DP43,PC,2010-03-24,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Parts,NA,NA,13,NA
200800787,B096208/001,Active,Lenovo PC,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Admin,NA,NA,13,NA
200800788,B096208/002,Active,Intel DP43,PC,2010-03-26,Torque Toyota North Lakes,809 Torque Toyota,Admin,NA,NA,13,NA
200800789,B096208/003,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Sales,NA,NA,13,NA
200800790,B096208/004,Active,Intel DP43,PC,2010-03-26,Caloundra City Mitsubishi,837 Caloundra City Autos,Sales,NA,NA,13,NA
200800792,B096208/006,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Sales,NA,NA,13,NA
200800793,B096208/007,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Parts,NA,NA,13,NA
200800794,B096208/008,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
200800795,B096208/009,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
200800796,B096208/010,Active,Intel DP43,PC,2010-03-26,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
200800923,G102114000810,Active,Zotac zBOX HD-1D11,PC,2010-06-23,Caloundra City Holden,837 Caloundra City Autos,Admin,NA,NA,13,NA
200800925,B097291/002,Active,Intel DH55,PC,2010-06-30,WHOP Leaseline & General,WHOP258B Leaseline & General,Admin,NA,NA,13,NA
200800926,B097291/003,Active,Intel DH55,PC,2010-06-30,Eagers Holden Townsville,836 Eagers Holden,Parts,NA,NA,13,NA
200800927,B097291/004,Active,Intel DH55,PC,2010-06-30,Austral PAG Fortitude Valley,806 Austral PAG,Service,NA,NA,13,NA
200800951,B096848/001,Active,Intel DP43,PC,2010-05-24,Eagers Holden Newstead,836 Eagers Holden,Service,NA,NA,13,NA
200800952,B096848/002,Active,Intel DP43,PC,2010-05-24,Subaru Toowong,804 CAG Subaru,Service,NA,NA,13,NA
200800953,B096848/003,Active,Intel DP43,PC,2010-05-24,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Service,NA,NA,13,NA
200800954,B096848/004,Active,Intel DP43,PC,2010-05-24,Southside Toyota Woolloongabba,801 Southside Toyota,Service,NA,NA,13,NA
200800955,B096848/005,Active,Intel DP43,PC,2010-05-24,Torque Ford Strathpine,820 Torque Ford,Service,NA,NA,13,NA
200800956,B096848/006,Active,Intel DP43,PC,2010-05-24,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
200800957,B096848/007,Active,Intel DP43,PC,2010-05-24,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
200800958,B096848/008,Active,Intel DP43,PC,2010-05-24,Torque Toyota North Lakes,809 Torque Toyota,Parts,NA,NA,13,NA
200800959,B096848/009,Active,Intel DP43,PC,2010-05-24,Torque Toyota Brendale,809 Torque Toyota,Service,NA,NA,13,NA
200800960,B096848/010,Active,Intel DP43,PC,2010-05-24,Torque Ford Admin,820 Torque Ford,Admin,NA,NA,13,NA
200800961,B096848/011,Active,Intel DP43,PC,2010-05-24,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
200800968,B097070/001,Active,Intel DH55,PC,2010-06-04,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Service,NA,NA,13,NA
200800974,B097160/001,Active,Intel DH55,PC,2010-06-24,Caloundra City Honda,837 Caloundra City Autos,Admin,NA,NA,13,NA
200800975,B097160/002,Active,Intel DH55,PC,2010-06-24,Austral Motors Newstead,807 Austral Honda-VW,Admin,NA,NA,13,NA
200800977,B097160/004,Active,Intel DH55,PC,2010-06-24,Austral PAG Fortitude Valley,806 Austral PAG,Service,NA,NA,13,NA
200800978,B097160/005,Active,Intel DH55,PC,2010-06-24,Eagers Holden Windsor,836 Eagers Holden,Admin,NA,NA,13,NA
200800979,B097160/006,Active,Intel DH55,PC,2010-06-24,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Parts,NA,NA,13,NA
200800981,B097160/007,Active,Intel DH55,PC,2010-06-24,AUS Curraminidi,827 Austral S-coast,Service,NA,NA,13,NA
200800982,B097160/008,Active,Intel DH55,PC,2010-06-24,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Service,NA,NA,13,NA
200800983,B097160/009,Active,Intel DH55,PC,2010-06-24,Southside Honda Buranda,802 Southside Honda,Service,NA,NA,13,NA
200800984,B097160/010,Active,Intel DH55,PC,2010-06-24,Torque Toyota North Lakes,809 Torque Toyota,Service,NA,NA,13,NA
20130019,1301-B104298/002,Active,Intel DQ67EP ITX,PC,1970-01-01,BMA Pinkenba,810 Brisbane Motor Auction,Sales,NA,NA,13,NA
20130018,1301-B104298/001,Active,Intel DQ67EP ITX,PC,1970-01-01,BMA Pinkenba,810 Brisbane Motor Auction,Sales,NA,NA,13,NA
20100001,B097291/001,Active,Intel DH55,PC,2010-06-30,Metro Ford Fortitude Valley,808 Metro,Admin,NA,NA,13,NA
20100002,B097291/005,Active,Intel DH55,PC,2010-06-30,Austral VW Newstead,807 Austral Honda-VW,Admin,NA,NA,13,NA
20100003,B097291/006,Active,Intel DH55,PC,2010-06-30,Eagers Mazda Newstead,833 Eagers Mazda,Service,NA,NA,13,NA
20100004,B097291/007,Active,Intel DH55,PC,2010-06-30,Corporate Payroll,APPP258B Payroll,Admin,NA,NA,13,NA
20100005,B097291/008,Active,Intel DH55,PC,2010-06-30,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,NA,NA,13,NA
20100006,B097291/009,Active,Intel DH55,PC,2010-06-30,Eagers Holden Windsor,836 Eagers Holden,Service,NA,NA,13,NA
20100007,B097291/010,Active,Intel DH55,PC,2010-06-30,Eagers Holden Windsor,836 Eagers Holden,Service,NA,NA,13,NA
20100008,B097291/011,Active,Intel DH55,PC,2010-06-30,Metro Ford Fortitude Valley,808 Metro,Sales,NA,NA,13,NA
20100031,B097359/001,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Sales,NA,NA,13,NA
20100032,B097359/002,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Admin,NA,NA,13,NA
20100033,B097359/003,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Admin,NA,NA,13,NA
20100034,B097359/004,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Service,NA,NA,13,NA
20100036,B097359/006,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Admin,NA,NA,13,NA
20100037,B097359/007,Active,Intel DH55,PC,2010-07-12,HVF Berrimah,815 AP Motor Group,Sales,NA,NA,13,NA
20100038,B097386/001,Active,Intel DH55,PC,2010-07-14,Eagers Holden Townsville,836 Eagers Holden,Parts,NA,NA,13,NA
20100040,B097386/003,Active,Intel DH55,PC,2010-07-14,Torque Toyota North Lakes,809 Torque Toyota,Showroom,NA,NA,13,NA
20100041,B097386/004,Active,Intel DH55,PC,2010-07-14,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
20100042,B097386/005,Active,Intel DH55,PC,2010-07-14,Caloundra City Holden,837 Caloundra City Autos,Admin,NA,NA,13,NA
20100043,B097386/006,Active,Intel DH55,PC,2010-07-14,Torque Ford Strathpine,820 Torque Ford,Showroom,NA,NA,13,NA
20100044,B097386/007,Active,Intel DH55,PC,2010-07-14,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20100046,B097386/009,Active,Intel DH55,PC,2010-07-14,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
20100047,B097386/010,Active,Intel DH55,PC,2010-07-14,Caloundra City Mitsubishi,837 Caloundra City Autos,Sales,NA,NA,13,NA
20100048,B097386/011,Active,Intel DH55,PC,2010-07-14,Caloundra City Honda,837 Caloundra City Autos,Service,NA,NA,13,NA
20100049,4A139777H,Active,PTSE1A-00K005,Notebook,2010-07-15,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,NA,NA,13,NA
20100053,5A112183H,Active,PTSE1A-00K005,Notebook,2010-07-15,Austral PAG Fortitude Valley,806 Austral PAG,Service,NA,NA,13,NA
20100055,B097468/001,Active,Intel DH55,PC,2010-07-22,Southside Toyota Mt Gravatt,801 Southside Toyota,Service,NA,NA,13,NA
20100056,B097468/002,Active,Intel DH55,PC,2010-07-22,Torque Toyota Brendale,809 Torque Toyota,Service,NA,NA,13,NA
20100058,B097468/004,Active,Intel DH55,PC,2010-07-22,Eagers Kia Service Kedron,803 Eagers Misubishi&Kia,Service,NA,NA,13,NA
20100059,B097468/005,Active,Intel DH55,PC,2010-07-22,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,NA,NA,13,NA
20100060,B097468/006,Active,Intel DH55,PC,2010-07-22,BMA Pinkenba,810 Brisbane Motor Auction,Sales,NA,NA,13,NA
20100061,B097468/007,Active,Intel DH55,PC,2010-07-22,Southside Honda Buranda,802 Southside Honda,Service,NA,NA,13,NA
20100062,B097468/008,Active,Intel DH55,PC,2010-07-22,Eagers Kia Service Kedron,803 Eagers Misubishi&Kia,Service,NA,NA,13,NA
20100063,B097468/009,Active,Intel DH55,PC,2010-07-22,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,NA,NA,13,NA
20100064,B097468/010,Active,Intel DH55,PC,2010-07-22,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
20100083,5A112250H,Active,PTSE1A-00K005,Notebook,2010-08-10,Austral VW Newstead,807 Austral Honda-VW,Showroom,NA,NA,13,NA
20100088,5A112260H,Active,PTSE1A-00K005,Notebook,2010-08-10,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20100092,6A068032H,Active,PTSE1A-00K005,Notebook,2010-08-10,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20100095,B097621/001,Active,Intel DH55,PC,2010-08-17,Caloundra City Holden,837 Caloundra City Autos,Service,NA,NA,13,NA
20100096,B097621/002,Active,Intel DH55,PC,2010-08-17,Torque Ford North Lakes,820 Torque Ford,Service,NA,NA,13,NA
20100097,B097621/003,Active,Intel DH55,PC,2010-08-17,Torque Honda North Lakes,821 Torque Honda,Sales,NA,NA,13,NA
20100098,B097621/004,Active,Intel DH55,PC,2010-08-17,Torque Ford North Lakes,820 Torque Ford,Sales,NA,NA,13,NA
20100099,B097621/005,Active,Intel DH55,PC,2010-08-17,Eagers Holden Windsor,836 Eagers Holden,Service,NA,NA,13,NA
20100100,B097621/006,Active,Intel DH55,PC,2010-08-17,Torque Ford Strathpine,820 Torque Ford,Sales,NA,NA,13,NA
20100102,B097621/008,Active,Intel DH55,PC,2010-08-17,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
20100103,B097621/009,Active,Intel DH55,PC,2010-08-17,Eagers Holden Windsor,836 Eagers Holden,Service,NA,NA,13,NA
20100104,B097621/010,Active,Intel DH55,PC,2010-08-17,Austral VW Newstead,807 Austral Honda-VW,Service,NA,NA,13,NA
20100105,B097621/011,Active,Intel DH55,PC,2010-08-17,Metro Ford Fortitude Valley,808 Metro,Sales,NA,NA,13,NA
20100121,B097849/001,Active,Intel DH55,PC,2010-08-30,HVF Berrimah,815 AP Motor Group,Service,NA,NA,13,NA
20100122,B097849/002,Active,Intel DH55,PC,2010-08-30,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
20100123,B097849/003,Active,Intel DH55,PC,2010-08-30,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
20100124,B097849/004,Active,Intel DH55,PC,2010-08-30,HVF Berrimah,815 AP Motor Group,Sales,NA,NA,13,NA
20100125,B097849/005,Active,Intel DH55,PC,2010-08-30,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
20100126,B097849/006,Active,Intel DH55,PC,2010-08-30,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
20100127,B097849/007,Active,Intel DH55,PC,2010-08-30,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Service,NA,NA,13,NA
20100131,B097891/001,Active,Intel DH55,PC,2010-09-06,Austral VW Newstead,807 Austral Honda-VW,Service,NA,NA,13,NA
20100133,B097891/003,Active,Intel DH55,PC,2010-09-06,Southside Honda Buranda,802 Southside Honda,Showroom,NA,NA,13,NA
20100134,B097891/004,Active,Intel DH55,PC,2010-09-06,Torque Ford Admin,820 Torque Ford,Admin,NA,NA,13,NA
20100136,B097891/006,Active,Intel DH55,PC,2010-09-06,Torque Toyota Brendale,809 Torque Toyota,Service,NA,NA,13,NA
20100139,B097858/001,Active,Intel DH55,PC,2010-09-09,Caloundra City Honda,837 Caloundra City Autos,Service,NA,NA,13,NA
20100140,B097858/002,Active,Intel DH55,PC,2010-09-09,AUS Curraminidi,827 Austral S-coast,Service,NA,NA,13,NA
20100141,B097858/003,Active,Intel DH55,PC,2010-09-09,Torque Toyota Brendale,809 Torque Toyota,Admin,NA,NA,13,NA
20100142,B097858/004,Active,Intel DH55,PC,2010-09-09,Predelivery Pinkenba,808 Metro,Pre Delivery,NA,NA,13,NA
20100143,B097858/005,Active,Intel DH55,PC,2010-09-09,Caloundra City Mitsubishi,837 Caloundra City Autos,Unknown,NA,NA,13,NA
20100144,B097858/006,Active,Intel DH55,PC,2010-09-09,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
20100145,B097858/007,Active,Intel DH55,PC,2010-09-09,Torque Honda North Lakes,821 Torque Honda,Showroom,NA,NA,13,NA
20100146,B097858/008,Active,Intel DH55,PC,2010-09-09,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,NA,NA,13,NA
20100147,B097858/009,Active,Intel DH55,PC,2010-09-09,Southside Toyota Woolloongabba,801 Southside Toyota,Stock Control,NA,NA,13,NA
20100148,B097858/010,Active,Intel DH55,PC,2010-09-09,BMA Pinkenba,810 Brisbane Motor Auction,Sales,NA,NA,13,NA
20100161,B098034/001,Active,Intel DH55,PC,2010-09-21,Eagers Holden Newstead,836 Eagers Holden,Parts,NA,NA,13,NA
20100163,B098034/003,Active,Intel DH55,PC,2010-09-21,Eagers Kia Kedron,803 Eagers Misubishi&Kia,Sales,NA,NA,13,NA
20100164,B098034/004,Active,Intel DH55,PC,2010-09-21,Southside Toyota Woolloongabba,801 Southside Toyota,Parts,NA,NA,13,NA
20100166,B098034/006,Active,Intel DH55,PC,2010-09-21,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20100169,B098034/009,Active,Intel DH55,PC,2010-09-21,Austral PAG Fortitude Valley,806 Austral PAG,Showroom,NA,NA,13,NA
20100170,B098034/010,Active,Intel DH55,PC,2010-09-21,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Admin,NA,NA,13,NA
20100188,B098232/001,Active,Intel DH55,PC,2010-10-08,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20100189,B098232/002,Active,Intel DH55,PC,2010-10-08,Torque Ford North Lakes,820 Torque Ford,Service,NA,NA,13,NA
20100190,B098232/003,Active,Intel DH55,PC,2010-10-08,Torque Toyota Brendale,809 Torque Toyota,Admin,NA,NA,13,NA
20100191,B098232/004,Active,Intel DH55,PC,2010-10-08,Torque Ford Strathpine,820 Torque Ford,Service,NA,NA,13,NA
20100192,B098232/005,Active,Intel DH55,PC,2010-10-08,Torque Ford North Lakes,820 Torque Ford,Service,NA,NA,13,NA
20100193,B098232/006,Active,Intel DH55,PC,2010-10-08,Southside Ford Woolloongabba,808 Metro,Unknown,NA,NA,13,NA
20100194,B098232/007,Active,Intel DH55,PC,2010-10-08,Southside Ford Woolloongabba,808 Metro,Unknown,NA,NA,13,NA
20100195,B098232/008,Active,Intel DH55,PC,2010-10-08,Southside Ford Woolloongabba,808 Metro,Unknown,NA,NA,13,NA
20100196,B098232/009,Active,Intel DH55,PC,2010-10-08,Southside Ford Woolloongabba,808 Metro,Unknown,NA,NA,13,NA
20100197,B098232/010,Active,Intel DH55,PC,2010-10-08,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20100198,B098232/011,Active,Intel DH55,PC,2010-10-08,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20100199,B098232/012,Active,Intel DH55,PC,2010-10-08,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20100202,7A064368H,Active,PTSE1A-00K005,Notebook,2010-10-15,HVF Berrimah,815 AP Motor Group,Sales,NA,NA,13,NA
20100219,B098343/006,Active,Intel DH55,PC,2010-10-21,HVF Berrimah,815 AP Motor Group,Service,NA,NA,13,NA
20100221,B098370/001,Active,Intel DH55,PC,2010-10-25,Torque Honda North Lakes,821 Torque Honda,Service,NA,NA,13,NA
20100226,B098370/006,Active,Intel DH55,PC,2010-10-25,Subaru Toowong,804 CAG Subaru,Service,NA,NA,13,NA
20100244,7A062436H,Active,PTSE1A-00K005,Notebook,2010-11-05,BMA Pinkenba,810 Brisbane Motor Auction,Showroom,NA,NA,13,NA
20100246,B098499/001,Active,Intel DH55,PC,2010-11-08,AUS Curraminidi,827 Austral S-coast,Showroom,NA,NA,13,NA
20100310,8A062844H,Active,PTSE1A-00K005,Notebook,2010-12-20,Metro Ford Fortitude Valley,808 Metro,Showroom,NA,NA,13,NA
20100777,,Active,ID82 HM65,PC,1970-01-01,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Sales,NA,NA,13,NA
20110026,7A064996H,Active,PTSE1A-00K005,Notebook,2011-01-25,Southside Toyota Mt Gravatt,801 Southside Toyota,Showroom,NA,NA,13,NA
20110040,B098957/010,Active,Intel DH55,PC,2011-02-02,PAG Fortitude Valley,806 Austral PAG,Showroom,NA,NA,13,NA
20110058,B099091/005,Active,Intel DH55,PC,2011-02-03,Eagers Mitsubishi Newstead,803 Eagers Misubishi&Kia,Showroom,NA,NA,13,NA
20110079,7A065000H,Active,PTSE1A-00K005,Notebook,2011-02-24,Porsche Centre Brisbane Newstead,805 Austral Porsche,Showroom,NA,NA,13,NA
20110121,B099307/003,Active,Intel DH55,PC,2011-03-08,Austral Honda Newstead,807 Austral Honda-VW,Showroom,NA,NA,13,NA
20110135,B099307/017,Active,Intel DH55,PC,2011-03-08,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20110159,6A063048H,Active,PTSE1A-00K005,Notebook,2011-03-15,IT Darwin,IT,IT,NA,NA,13,NA
20110195,6A063054H,Active,PTSE1A-00K005,Notebook,2011-04-19,Torque Ford North Lakes,820 Torque Ford,Sales,NA,NA,13,NA
20110204,B099648/005,Active,Intel DH55,PC,2011-05-03,Austral Honda Newstead,807 Austral Honda-VW,Service,NA,NA,13,NA
20110273,3B154735H,Active,PT525A-003019,Notebook,2011-06-03,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20110274,3B154729H,Active,PT525A-003019,Notebook,2011-06-03,Southside Toyota Woolloongabba,801 Southside Toyota,Showroom,NA,NA,13,NA
20110278,3B154732H,Active,PT525A-003019,Notebook,2011-06-03,Southside Toyota Mt Gravatt,801 Southside Toyota,Sales,NA,NA,13,NA
20110282,B100193/013,Active,Intel DH55,PC,2011-06-09,Austral PAG Fortitude Valley,806 Austral PAG,Sales,NA,NA,13,NA
20110285,B1001938/016,Active,Intel DH55,PC,2011-06-09,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20110334,B100373/006,Active,Intel DH55,PC,2011-06-28,Austral PAG Fortitude Valley,806 Austral PAG,Parts,NA,NA,13,NA
20110336,B100373/008,Active,Intel DH55,PC,2011-06-28,Austral VW Newstead,807 Austral Honda-VW,Admin,NA,NA,13,NA
20110386,B100809/001,Active,Intel DH67,PC,2011-08-09,Torque Ford Strathpine,820 Torque Ford,Sales,NA,NA,13,NA
20110390,B100809/005,Active,Intel DH67,PC,2011-08-09,Subaru Toowong,804 CAG Subaru,Service,NA,NA,13,NA
20110430,B101028/002,Active,Intel DH67,PC,2011-08-25,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Showroom,NA,NA,13,NA
20110437,B101026/007,Active,Intel DH67,PC,2011-09-09,Subaru City Newstead,804 CAG Subaru,Service,NA,NA,13,NA
20110441,B101026/011,Active,Intel DH67,PC,2011-09-09,Austral VW Newstead,807 Austral Honda-VW,Warranty,NA,NA,13,NA
20110464,7B122292H,Active,PT525A-003019,Notebook,2011-09-29,IT North Lakes,IT,IT,NA,NA,13,NA
20110473,B101308/002,Active,Intel DH67,PC,2011-10-03,HVF Berrimah,815 AP Motor Group,Parts,NA,NA,13,NA
20110474,B101341/001,Active,Zotac Zbox 1D36BR3D-E,PC,2011-10-03,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,NA,NA,13,NA
20110485,B101299/011,Active,Intel DH67,PC,2011-10-06,Austral PAG Fortitude Valley,806 Austral PAG,Sales,NA,NA,13,NA
20110490,B101299/016,Active,Intel DH67,PC,2011-10-06,Metro Ford Fortitude Valley,808 Metro,Admin,NA,NA,13,NA
20110501,B101460/001,Active,Intel DH67,PC,2011-10-21,Bridge Toyota Darwin,814 Bridge Toyota Darwin,Showroom,NA,NA,13,NA
20110529,B101434/016,Active,Intel DH67,PC,2011-11-04,Infiniti Centre Brisbane,APGB863 Infiniti,Service,NA,NA,13,NA
20110534,8B107483H,Active,PT525A-003019,Notebook,2011-10-31,Eagers Mazda Newstead,833 Eagers Mazda,Sales,NA,NA,13,NA
20110537,8B120606H,Active,PT525A-003019,Notebook,2011-10-31,Southside Toyota Woolloongabba,801 Southside Toyota,Sales,NA,NA,13,NA
20110538,7B122327H,Active,PT525A-003019,Notebook,2011-10-31,Metro Ford Fortitude Valley,808 Metro,Service,NA,NA,13,NA
20110579,B101786/010,Active,Intel DH67,PC,2011-12-07,Austral VW Newstead,807 Austral Honda-VW,Pre Delivery,NA,NA,13,NA
20120008,B102091/004,Active,Intel DH67,PC,2012-01-25,Adtrans Used Trucks Pinkenba,APGB862 QLD Used Trucks,Sales,NA,NA,13,NA
20120023,7B076639H,Active,PTSE1A-00K005,Notebook,2012-01-25,WHOP Leaseline & General,WHOP258B Leaseline & General,Admin,NA,NA,13,NA
20120024,7B095292H,Active,PTSE1A-00K005,Notebook,2012-01-25,Torque Subaru Brendale,804 CAG Subaru,Sales,NA,NA,13,NA
20120034,G115021704026,Active,ID81 CELERON CULV857,PC,2012-02-01,IT Pinkenba,IT,IT,NA,NA,13,NA
20120035,B102207/001,Active,Intel DQ67,PC,2012-02-06,BMA Pinkenba,810 Brisbane Motor Auction,Service,NA,NA,13,NA
20120036,B102207/002,Active,Intel DQ67,PC,2012-02-06,Eagers Holden Windsor,836 Eagers Holden,Service,NA,NA,13,NA
20120039,G120121703228,Active,ID81 CELERON CULV857,PC,2012-02-09,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120043,G120121703235,Active,ID81 CELERON CULV857,PC,2012-02-09,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120044,G120121703233,Active,ID81 CELERON CULV857,PC,2012-02-09,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120045,G120121703232,Active,ID81 CELERON CULV857,PC,2012-02-09,Torque Toyota Brendale,809 Torque Toyota,Sales,NA,NA,13,NA
20120059,8B114377H,Active,PT525A-00801901,Notebook,2012-02-23,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120063,7B154937H,Active,PT525A-00801901,Notebook,2012-02-23,Corporate Payroll,APPP258B Payroll,Admin,NA,NA,13,NA
20120093,B102313/003,Active,Intel DH67,PC,2012-02-29,Metro Parts Eagle Farm,808 Metro,Parts,NA,NA,13,NA
20120098,B102313/008,Active,Intel DH67,PC,2012-02-29,Adtrans Used Trucks Pinkenba,APGB862 QLD Used Trucks,Sales,NA,NA,13,NA
20120099,B102313/009,Active,Intel DH67,PC,2012-02-29,Torque Ford North Lakes,820 Torque Ford,Service,NA,NA,13,NA
20120111,G115021704070,Active,ID81 CELERON CULV857,PC,2012-03-15,Torque Toyota North Lakes,809 Torque Toyota,Unknown,NA,NA,13,NA
20120112,G115021704067,Active,ID81 CELERON CULV857,PC,2012-03-15,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120113,G115021704066,Active,ID81 CELERON CULV857,PC,2012-03-15,Austral Honda Newstead,807 Austral Honda-VW,Sales,NA,NA,13,NA
20120114,G115021704068,Active,ID81 CELERON CULV857,PC,2012-03-15,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,NA,NA,13,NA
20120115,G115021704069,Active,ID81 CELERON CULV857,PC,2012-03-15,Carzoos BDC Wgabba,APZP258B CarZoos,Sales,NA,NA,13,NA
20120117,G120121703213,Active,ID81 CELERON CULV857,PC,2012-03-15,Torque Ford North Lakes,820 Torque Ford,Showroom,NA,NA,13,NA
20120118,G120121703196,Active,ID81 CELERON CULV857,PC,2012-03-15,Carzoos BDC Wgabba,APZP258B CarZoos,Admin,NA,NA,13,NA
20120119,G120121703198,Active,ID81 CELERON CULV857,PC,2012-03-15,Torque Toyota Brendale,809 Torque Toyota,Service,NA,NA,13,NA
20120120,G120121703211,Active,ID81 CELERON CULV857,PC,2012-03-15,Southside Honda Buranda,802 Southside Honda,Sales,NA,NA,13,NA
20120217,ABCS27931,Active,IP100,PC,2012-06-20,Infiniti Centre Brisbane,APGB863 Infiniti,Sales,NA,NA,13,NA
